"Title","URL"
"A Landscape Analysis of Global Attitudes toward the Private Sector in Health Systems and Policy Levers that Influence these Attitudes","https://marketbookshelf.com/publications/landscape-analysis-global-attitudes-toward-private-sector-health-systems-policy-levers-influence-attitudes/"
"Working together with businesses: Guidance on TB and TB/HIV prevention, diagnosis, treatment and care in the workplace","https://marketbookshelf.com/publications/working-together-businesses-guidance-tb-tbhiv-prevention-diagnosis-treatment-care-workplace/"
"How Social Marketing and NGOs are Expanding Access to Emergency Contraception","https://marketbookshelf.com/publications/social-marketing-ngos-expanding-access-emergency-contraception/"
"Donor Support for Emergency Contraception","https://marketbookshelf.com/publications/donor-support-emergency-contraception/"
"Emergency Contraception in National Essential Medicines Lists","https://marketbookshelf.com/publications/emergency-contraception-national-essential-medicines-lists/"
"Emergency Contraceptive Pill Registration Status by Country","https://marketbookshelf.com/publications/emergency-contraceptive-pill-registration-status-country/"
"Condom Landscaping: Botswana Case Study","https://marketbookshelf.com/publications/condom-landscaping-botswana-case-study/"
"Condom Landscaping: Kenya Case Study","https://marketbookshelf.com/publications/condom-landscaping-kenya-case-study/"
"Condom Landscaping: Tanzania Case Study","https://marketbookshelf.com/publications/condom-landscaping-tanzania-case-study/"
"Condom Landscaping: Zambia Case Study","https://marketbookshelf.com/publications/condom-landscaping-zambia-case-study/"
"Condom Landscaping: Zimbabwe Case Study","https://marketbookshelf.com/publications/condom-landscaping-zimbabwe-case-study/"
"The Condom Program Pathway","https://marketbookshelf.com/publications/condom-program-pathway/"
"Improving Condom Access and Sustainability","https://marketbookshelf.com/publications/improving-condom-access-sustainability/"
"Including the Private Sector in the SPHARCS Process: A Companion to The SPHARCS Process Guide","https://marketbookshelf.com/publications/including-private-sector-spharcs-process-companion-spharcs-process-guide/"
"Stronger Health Advocates Greater Health Impacts: Markets Matter Advocacy Guide","https://marketbookshelf.com/publications/stronger-health-advocates-greater-health-impacts-markets-matter-advocacy-guide/"
"2016 Contraceptive Social Marketing Statistics","https://marketbookshelf.com/publications/2016-contraceptive-social-marketing-statistics/"
"The Procurement Planning and Monitoring Report (PPMR): Reducing Contraceptive Stockouts through Increased Data Visibility and Global Coordination","https://marketbookshelf.com/publications/procurement-planning-monitoring-report-ppmr-reducing-contraceptive-stockouts-increased-data-visibility-global-coordination/"
"Family Planning Market Report &#8211; October 2017","https://marketbookshelf.com/publications/family-planning-market-report-october-2017/"
"ARV Market Report: The state of antiretroviral drug market in low- and middle-income countries, 2016-2021","https://marketbookshelf.com/publications/arv-market-report-state-antiretroviral-drug-market-low-middle-income-countries-2016-2021/"
"Shaping Local Markets to Scale-Up Zinc and ORS in Nigeria","https://marketbookshelf.com/publications/shaping-local-markets-scale-zinc-ors-nigeria/"
"CHAI HIV Mid-Year Market Memo, 2017","https://marketbookshelf.com/publications/chai-hiv-mid-year-market-memo-2017/"
"Upscaling Zinc & ORS Usage in India (2012-2016)","https://marketbookshelf.com/publications/upscaling-zinc-ors-usage-india-2012-2016/"
"2016 Antiretroviral (ARV) CHAI Reference Price List","https://marketbookshelf.com/publications/2016-antiretroviral-arv-chai-reference-price-list/"
"Drug Shops & Pharmacies: A first stop for family planning and health services, but what do we know about the clients they serve?","https://marketbookshelf.com/publications/drug-shops-pharmacies-first-stop-family-planning-health-services-know-clients-serve/"
"Stronger markets, increased access to essential maternal health supplies: Policy recommendations for Ethiopia","https://marketbookshelf.com/publications/stronger-markets-increased-access-essential-maternal-health-supplies-policy-recommendations-ethiopia/"
"A Total Market Approach for Condoms in Nigeria","https://marketbookshelf.com/publications/total-market-approach-condoms-nigeria/"
"Improving Hormonal Contraceptive Supply: The Potential Contributions of Manufacturers of Generic and Biosimilar Drugs","https://marketbookshelf.com/publications/improving-hormonal-contraceptive-supply-potential-contributions-manufacturers-generic-biosimilar-drugs/"
"Ghana Licensed Chemical Sellers Increase Provision of Zinc to Treat Childhood Diarrhea","https://marketbookshelf.com/publications/ghana-licensed-chemical-sellers-increase-provision-zinc-treat-childhood-diarrhea/"
"Technology and Market Landscape Hepatitis C Medicines &#8211; August 2017","https://marketbookshelf.com/publications/technology-market-landscape-hepatitis-c-medicines-august-2017/"
"Management of Medicines Benefit Programs in Low-Income Settings: Adapting Approaches from High-Income Settings","https://marketbookshelf.com/publications/management-medicines-benefit-programs-low-income-settings-adapting-approaches-high-income-settings/"
"Enabling broad access to best-in-class HIV treatment &#8211; Best practice for originators","https://marketbookshelf.com/publications/enabling-broad-access-best-class-hiv-treatment-best-practice-originators/"
"HIV New Product Introduction Guide: A Framework for Supporting New Product Introduction in National Health Systems","https://marketbookshelf.com/publications/hiv-new-product-introduction-guide-framework-supporting-new-product-introduction-national-health-systems/"
"Transform/PHARE: Cote d&#8217;Ivoire Family Planning Demand Analysis","https://marketbookshelf.com/publications/transform-phare-cote-divoire-family-planning-demand-analysis/"
"Helping postpartum women in Mali achieve their fertility intentions: Perspectives from the dedicated PPIUD pilot program","https://marketbookshelf.com/publications/helping-postpartum-women-mali-achieve-fertility-intentions-perspectives-dedicated-ppiud-pilot-program/"
"Policy advocacy lessons learned: Drug shops&#8217; provision of injectable contraception in Uganda","https://marketbookshelf.com/publications/policy-advocacy-lessons-learned-drug-shops-provision-injectable-contraception-uganda/"
"Provision of Injectable Contraceptives within Drug Shops: A Promising Approach for Increasing Access and Method Choice","https://marketbookshelf.com/publications/provision-injectable-contraceptives-within-drug-shops-promising-approach-increasing-access-method-choice/"
"Affordability of adult HIV/AIDS treatment in developing countries: modeling price determinants for a better insight of the market functioning","https://marketbookshelf.com/publications/affordability-adult-hiv-aids-treatment-developing-countries-modeling-price-determinants-better-insight-market-functioning/"
"The Collapse of the Price of Oil and the Importance of Fair Market Competition and Optimizing Public and Private Resources: Assessing Angola&#8217;s Contraceptive Market Landscape","https://marketbookshelf.com/publications/collapse-price-oil-importance-fair-market-competition-optimizing-public-private-resources-assessing-angolas-contraceptive-market-landscape/"
"Expanding Effective Contraceptive Options in Zambia and Malawi: Understanding the Consumer","https://marketbookshelf.com/publications/expanding-effective-contraceptive-options-zambia-malawi-understanding-consumer/"
"Guidance for Condom Market Landscaping Tool Kit","https://marketbookshelf.com/publications/guidance-condom-market-landscaping-tool-kit/"
"Condom Market Landscaping Tool #1: Comprehensive Indicators","https://marketbookshelf.com/publications/condom-market-landscaping-tool-1-comprehensive-indicators/"
"Condom Market Landscaping Tool #2: Key Informant Interview (KII) Guide","https://marketbookshelf.com/publications/condom-market-landscaping-tool-2-key-informant-interview-kii-guide/"
"Condom Market Landscaping Tool #3: Condom Market Landscape Guidance","https://marketbookshelf.com/publications/condom-market-landscaping-tool-3-condom-market-landscape-guidance/"
"Condom Market Landscaping Tool #4: Value Chain Analysis","https://marketbookshelf.com/publications/condom-market-landscaping-tool-4-value-chain-analysis/"
"Condom Market Landscaping Tool #5: Data Analysis and Charts","https://marketbookshelf.com/publications/condom-market-landscaping-tool-5-data-analysis-charts/"
"Condom Market Landscaping Tool #6: UNAIDS Condom Needs Assessment Tool","https://marketbookshelf.com/publications/condom-market-landscaping-tool-6-unaids-condom-needs-assessment-tool/"
"Integrating Family Planning into Universal Health Coverage Efforts","https://marketbookshelf.com/publications/integrating-family-planning-universal-health-coverage-efforts/"
"Network Strengthening Program Case Study Report","https://marketbookshelf.com/publications/network-strengthening-program-case-study-report/"
"Network Strengthening Program (NSP) Final Report","https://marketbookshelf.com/publications/network-strengthening-program-nsp-final-report/"
"Strengthening Voluntary Network Management: The Network Strengthening Program","https://marketbookshelf.com/publications/strengthening-voluntary-network-management-the-network-strengthening-program/"
"Defining and Measuring Pharmaceutical Systems Strengthening: Report of the SIAPS Partners&#8217; Consultative Meeting","https://marketbookshelf.com/publications/defining-and-measuring-pharmaceutical-systems-strengthening-report-of-the-siaps-partners-consultative-meeting/"
"Defining pharmaceutical systems strengthening: concepts to enable measurement","https://marketbookshelf.com/publications/defining-pharmaceutical-systems-strengthening-concepts-to-enable-measurement/"
"Cameroon PPFP Endline Study Report: The Added Value of Combining a Leadership Development Program with Clinical Training on Postpartum Family Planning Service Delivery","https://marketbookshelf.com/publications/cameroon-ppfp-endline-study-report-the-added-value-of-combining-a-leadership-development-program-with-clinical-training-on-postpartum-family-planning-service-delivery/"
"Strengthening Governance in Pharmaceutical Systems: A Compendium of Country Case Studies","https://marketbookshelf.com/publications/strengthening-governance-in-pharmaceutical-systems-a-compendium-of-country-case-studies/"
"mHealth Compendium Special Edition 2016: Reaching Scale","https://marketbookshelf.com/publications/mhealth-compendium-special-edition-2016-reaching-scale/"
"mHealth Compendium: Edition One","https://marketbookshelf.com/publications/mhealth-compendium-edition-one/"
"mHealth Compendium: Volume 5","https://marketbookshelf.com/publications/mhealth-compendium-volume-5/"
"mHealth Compendium: Volume Three","https://marketbookshelf.com/publications/mhealth-compendium-volume-three/"
"mHealth Compendium: Volume Two","https://marketbookshelf.com/publications/mhealth-compendium-volume-two/"
"mHealth Compendium: Volume Four","https://marketbookshelf.com/publications/mhealth-compendium-volume-four/"
"Transforming the Delivery of Pharmaceutical Services in Ethiopia: The Auditable Pharmaceuticals Transactions and Services Approach","https://marketbookshelf.com/publications/transforming-the-delivery-of-pharmaceutical-services-in-ethiopia-the-auditable-pharmaceuticals-transactions-and-services-approach/"
"Saving Lives of Women and Children: Pharmaceutical Systems Strengthening Approaches to Improve Access to Contraceptives in Bangladesh","https://marketbookshelf.com/publications/saving-lives-of-women-and-children-pharmaceutical-systems-strengthening-approaches-to-improve-access-to-contraceptives-in-bangladesh/"
"Complementing Public-Sector Medicine Supply Through a Public-Private Partnership in Tanzania: Jazia &#8211; A Prime Vendor System for Dodoma Region Public Health Facilities","https://marketbookshelf.com/publications/complementing-public-sector-medicine-supply-through-a-public-private-partnership-in-tanzania-jazia-a-prime-vendor-system-for-dodoma-region-public-health-facilities/"
"Stewarding Resources for Health Systems Strengthening: Series of Guides for Enhanced Governance of the Health Sector and Health Institutions in Low- and Middle-Income Countries","https://marketbookshelf.com/publications/stewarding-resources-for-health-systems-strengthening-series-of-guides-for-enhanced-governance-of-the-health-sector-and-health-institutions-in-low-and-middle-income-countries/"
"Assessing the Total Market for Female Condoms in Malawi and Zambia","https://marketbookshelf.com/publications/assessing-the-total-market-for-female-condoms-in-malawi-and-zambia/"
"A new approach to gathering pharmaceutical market data to support policy implementation and access to medicines: as demonstrated by malaria medicines in Zambia","https://marketbookshelf.com/publications/a-new-approach-to-gathering-pharmaceutical-market-data-to-support-policy-implementation-and-access-to-medicines-as-demonstrated-by-malaria-medicines-in-zambia/"
"Family Planning Market Report &#8211; December 2018","https://marketbookshelf.com/publications/family-planning-market-report-december-2018/"
"Lessons Learned from the Woman&#8217;s Condom Introduction in Zambia and Malawi","https://marketbookshelf.com/publications/lessons-learned-from-the-womans-condom-introduction-in-zambia-and-malawi/"
"Expanding Effective Contraceptive Options in Malawi to Include the Women&#8217;s Condom: Understanding the Provider","https://marketbookshelf.com/publications/expanding-effective-contraceptive-options-in-malawi-to-include-the-womens-condom-understanding-the-provider/"
"Learning about Expanded Access and Potential of the Levonorgestrel Intrauterine System (LEAP LNG-IUS): Regulatory Assessment","https://marketbookshelf.com/publications/learning-about-expanded-access-and-potential-of-the-levonorgestrel-intrauterine-system-leap-lng-ius-regulatory-assessment/"
"Learning about Expanded Access and Potential of the Levonorgestrel Intrauterine System (LEAP LNG-IUS): Regulatory Matrix","https://marketbookshelf.com/publications/learning-about-expanded-access-and-potential-of-the-levonorgestrel-intrauterine-system-leap-lng-ius-regulatory-matrix/"
"Introducing New Contraceptive Options: Product Registration Basics for Global Health Program Managers","https://marketbookshelf.com/publications/introducing-new-contraceptive-options-product-registration-basics-for-global-health-program-managers/"
"Expanding Effective Contraceptive Options: Lessons Learned from the Introduction of the Levonorgestrel Intrauterine System (LNG-IUS) in Zambia and Madagascar","https://marketbookshelf.com/publications/expanding-effective-contraceptive-options-lessons-learned-from-the-introduction-of-the-levonorgestrel-intrauterine-system-lng-ius-in-zambia-and-madagascar/"
"Engaging Nigeria&#8217;s Private Health Sector For a Stronger HIV Response","https://marketbookshelf.com/publications/engaging-nigerias-private-health-sector-for-a-stronger-hiv-response/"
"Conférence Internationale sur la Planification Familiale 2018 :Approches innovatrices pour offrir des services de planification familiale aux Réfugiés et populations Déplacées dans la région humanitaire du Lac au Tchad","https://marketbookshelf.com/publications/conference-internationale-sur-la-planification-familiale-2018-approches-innovatrices-pour-offrir-des-services-de-planification-familiale-aux-refugies-et-populations-deplacees-dans-la-region-humanitai/"
"Can self-administration of DMPA-SC improve injectable continuation? Results from a nonrandomized cohort study in Uganda","https://marketbookshelf.com/publications/can-self-administration-of-dmpa-sc-improve-injectable-continuation-results-from-a-nonrandomized-cohort-study-in-uganda/"
"Le DMPA en auto-injection au Sénégal: Résultats de l’étude prospective sur la continuation de l’injectable","https://marketbookshelf.com/publications/le-dmpa-en-auto-injection-au-senegal-resultats-de-letude-prospective-sur-la-continuation-de-linjectable/"
"Le DMPA-SC en auto-injection au Sénégal: Résultats de l’étude prospective sur la continuation de l’injectable","https://marketbookshelf.com/publications/le-dmpa-sc-en-auto-injection-au-senegal-resultats-de-letude-prospective-sur-la-continuation-de-linjectable/"
"Understanding adolescent and provider perspectives and practices related to self-administration of injectable contraception in Uganda","https://marketbookshelf.com/publications/understanding-adolescent-and-provider-perspectives-and-practices-related-to-self-administration-of-injectable-contraception-in-uganda/"
"How can we accelerate women’s access to beneficial innovations, and keep learning? The ongoing story of subcutaneous DMPA and self-injection","https://marketbookshelf.com/publications/how-can-we-accelerate-womens-access-to-beneficial-innovations-and-keep-learning-the-ongoing-story-of-subcutaneous-dmpa-and-self-injection/"
"Côte d’Ivoire Family Planning Private Health Sector Assessment","https://marketbookshelf.com/publications/cote-divoire-family-planning-private-health-sector-assessment/"
"A novel user-centered design approach that saves implementers’ time and effort: Lessons from the Uganda contraceptive self-injection best practices program","https://marketbookshelf.com/publications/a-novel-user-centered-design-approach-that-saves-implementers-time-and-effort-lessons-from-the-uganda-contraceptive-self-injection-best-practices-program/"
"Poster: Continuation of injectable contraceptives DMPA-SC and DMPA-IM when administered by community health workers in Uganda","https://marketbookshelf.com/publications/continuation-of-injectable-contraceptives-dmpa-sc-and-dmpa-im-when-administered-by-community-health-workers-in-uganda/"
"Making contraceptive self-injection a self-care reality: Experience from multiple countries","https://marketbookshelf.com/publications/making-contraceptive-self-injection-a-self-care-reality-experience-from-multiple-countries/"
"Presentation: Continuation of injectable contraceptives DMPA-SC and DMPA-IM when administered by community health workers in Uganda","https://marketbookshelf.com/publications/presentation-continuation-of-injectable-contraceptives-dmpa-sc-and-dmpa-im-when-administered-by-community-health-workers-in-uganda/"
"Landscape Assessment: Leveraging the role of national distributors to increase access to MA combi-packs in Africa","https://marketbookshelf.com/publications/landscape-assessment-leveraging-the-role-of-national-distributors-to-increase-access-to-ma-combi-packs-in-africa/"
"Maternal Health Drug Business Assessments: Excel Tool and User&#8217;s Guide","https://marketbookshelf.com/publications/maternal-health-drug-business-assessments-excel-tool-and-users-guide/"
"Accelovate Maternal Health Drug Business Assessments: User Guide","https://marketbookshelf.com/publications/accelovate-maternal-health-drug-business-assessments-user-guide-2/"
"Hepatitis C Diagnostics Technology Landscape","https://marketbookshelf.com/publications/hepatitis-c-diagnostics-technology-landscape/"
"Cervical Cancer Technology Landscape","https://marketbookshelf.com/publications/cervical-cancer-technology-landscape/"
"Disease Narrative for HIV and Areas for Intervention","https://marketbookshelf.com/publications/disease-narrative-for-hiv-and-areas-for-intervention/"
"End of Project Evaluation of the CHAI Paediatric HIV/AIDS and Innovation in Paediatric Market Access (IPMA) Projects","https://marketbookshelf.com/publications/end-of-project-evaluation-of-the-chai-paediatric-hiv-aids-and-innovation-in-paediatric-market-access-ipma-projects/"
"End of Project Evaluation of the Market Entry Grant to the Diagnostics for the Real Workd on SAMBA Titled: &#8220;Providing Access to Early Infant Diagnosis and Viral Load Monitoring by SAMBA &#8211; a Point-of-Care Nucleic Acid Detection System&#8221;","https://marketbookshelf.com/publications/end-of-project-evaluation-of-the-market-entry-grant-to-the-diagnostics-for-the-real-workd-on-samba-titled-providing-access-to-early-infant-diagnosis-and-viral-load-monitoring-by-samba-a-point-of/"
"A Brief Guide to the Method Choice Framework","https://marketbookshelf.com/publications/a-brief-guide-to-the-method-choice-framework/"
"2017 Contraceptive Security Indicators Report","https://marketbookshelf.com/publications/2017-contraceptive-security-indicators-report/"
"A Roadmap for Optimizing Private Sector Malaria Rapid Diagnostic Testing","https://marketbookshelf.com/publications/a-roadmap-for-optimizing-private-sector-malaria-rapid-diagnostic-testing/"
"Expanding Access to Menstrual Hygiene Products for Adolescent Girls and Young Women in Ethiopia: A Market Development Approach","https://marketbookshelf.com/publications/expanding-access-to-menstrual-hygiene-products-for-adolescent-girls-and-young-women-in-ethiopia-a-market-development-approach/"
"Increasing Access to Menstrual Hygiene Management Products in Ethiopia","https://marketbookshelf.com/publications/increasing-access-to-menstrual-hygiene-management-products-in-ethiopia/"
"Increasing Access to Menstrual Hygiene Management Products","https://marketbookshelf.com/publications/increasing-access-to-menstrual-hygiene-management-products/"
"Mapping the FP Consumer Journey for Youth in Nepal","https://marketbookshelf.com/publications/mapping-the-fp-consumer-journey-for-youth-in-nepal/"
"Implementing a Retail Panel to Understand Markets","https://marketbookshelf.com/publications/implementing-a-retail-panel-to-understand-markets/"
"FPwatch: Facility-based Survey Data for Family PlanningMarket Analysis in Five FP2020-focus Countries","https://marketbookshelf.com/publications/fpwatch-facility-based-survey-data-for-family-planningmarket-analysis-in-five-fp2020-focus-countries/"
"Scaling up community-based access to DMPA-SC in Madagascar","https://marketbookshelf.com/publications/scaling-up-community-based-access-to-dmpa-sc-in-madagascar/"
"Getting to FP2020 &#8211; Harnessing the Role of the Private Sector to Increase Modern Contraceptive Access and Choice in Ethiopia, Nigeria, and DRC","https://marketbookshelf.com/publications/getting-to-fp2020-harnessing-the-role-of-the-private-sector-to-increase-modern-contraceptive-access-and-choice-in-ethiopia-nigeria-and-drc/"
"Transforming the market for quality-assured ACT (QAACT) in Kinshasa: results from a representative outlet survey in support of large-scale market development activities","https://marketbookshelf.com/publications/transforming-the-market-for-quality-assured-act-qaact-in-kinshasa-results-from-a-representative-outlet-survey-in-support-of-large-scale-market-development-activities/"
"Sources of Family Planning: Malawi","https://marketbookshelf.com/publications/sources-of-family-planning-malawi/"
"Sources of Family Planning: Uganda","https://marketbookshelf.com/publications/sources-of-family-planning-uganda/"
"Sources of Family Planning: Tanzania","https://marketbookshelf.com/publications/sources-of-family-planning-tanzania/"
"Sources of Family Planning: Kenya","https://marketbookshelf.com/publications/sources-of-family-planning-kenya/"
"Stewarding the Private Sector for Family Planning","https://marketbookshelf.com/publications/stewarding-the-private-sector-for-family-planning/"
"Sources of Family Planning: Bangladesh","https://marketbookshelf.com/publications/sources-of-family-planning-bangladesh/"
"Sources of Family Planning: Ghana","https://marketbookshelf.com/publications/sources-of-family-planning-ghana/"
"Sources of Family Planning: Nigeria","https://marketbookshelf.com/publications/sources-of-family-planning-nigeria/"
"Sources of Family Planning: Rwanda","https://marketbookshelf.com/publications/sources-of-family-planning-rwanda/"
"Sources of Family Planning: India","https://marketbookshelf.com/publications/sources-of-family-planning-india/"
"Sources of Family Planning: Democratic Republic of the Congo","https://marketbookshelf.com/publications/sources-of-family-planning-democratic-republic-of-the-congo/"
"Sources of Family Planning: Philippines","https://marketbookshelf.com/publications/sources-of-family-planning-philippines/"
"Private Sector Contribution to Improving Health Outcomes in Fragile States: The Case of the Afghan Social Marketing Organization","https://marketbookshelf.com/publications/private-sector-contribution-to-improving-health-outcomes-in-fragile-states-the-case-of-the-afghan-social-marketing-organization/"
"Democratic Republic of the Congo Private Health Sector Assessment","https://marketbookshelf.com/publications/democratic-republic-of-the-congo-private-health-sector-assessment/"
"Sources of Family Planning: Togo","https://marketbookshelf.com/publications/sources-of-family-planning-togo/"
"Sources of Family Planning: Zambia","https://marketbookshelf.com/publications/sources-of-family-planning-zambia/"
"Sources of Family Planning: Afghanistan","https://marketbookshelf.com/publications/sources-of-family-planning-afghanistan/"
"Opportunities to Improve FP Programming in Afghanistan","https://marketbookshelf.com/publications/opportunities-to-improve-fp-programming-in-afghanistan/"
"Sources of Family Planning: Ethiopia","https://marketbookshelf.com/publications/sources-of-family-planning-ethiopia/"
"Haiti Market Segmentation Analysis: Family Planning, Diarrhea, and Home Water Treatment","https://marketbookshelf.com/publications/haiti-market-segmentation-analysis-family-planning-diarrhea-and-home-water-treatment/"
"Engaging the private sector in health system resilience efforts","https://marketbookshelf.com/publications/engaging-the-private-sector-in-health-system-resilience-efforts/"
"Expanding effective contraceptive options: Introducing the Caya Diaphragm in Niger","https://marketbookshelf.com/publications/expanding-effective-contraceptive-options-introducing-the-caya-diaphragm-in-niger/"
"2019 Contraceptive Security Indicators","https://marketbookshelf.com/publications/2019-contraceptive-security-indicators/"
"Family Planning Market Report","https://marketbookshelf.com/publications/family-planning-market-report/"
"Lessons Learned: Leveraging the role of national distributors to accelerate access to medical abortion combi-packs in sub-Saharan Africa","https://marketbookshelf.com/publications/lessons-learned-leveraging-the-role-of-national-distributors-to-accelerate-access-to-medical-abortion-combi-packs-in-sub-saharan-africa/"
"Achieving Injectable Contraceptive Task-Sharing Policy Change in Rwanda","https://marketbookshelf.com/publications/achieving-injectable-contraceptive-task-sharing-policy-change-in-rwanda/"
"Building Resilient Sexual and Reproductive Health Supply Chains during COVID-19 and Beyond","https://marketbookshelf.com/publications/building-resilient-sexual-and-reproductive-health-supply-chains-during-covid-19-and-beyond/"
"Public-Private Partnerships for Family Planning Commodities","https://marketbookshelf.com/publications/public-private-partnerships-for-family-planning-commodities/"
"Private Sector Engagement in National Health Management Information Systems: Barriers, Strategies, and Global Case Studies","https://marketbookshelf.com/publications/private-sector-engagement-in-national-health-management-information-systems-barriers-strategies-and-global-case-studies/"
"Nigeria: the Private Sector&#8217;s Contributions to Family Planning Market Growth","https://marketbookshelf.com/publications/nigeria-the-private-sectors-contributions-to-family-planning-market-growth/"
"Cambodia: the Private Sector&#8217;s Contributions to Family Planning Market Growth","https://marketbookshelf.com/publications/cambodia-the-private-sectors-contributions-to-family-planning-market-growth/"
"Kenya: the Private Sector&#8217;s Contributions to Family Planning Market Growth","https://marketbookshelf.com/publications/kenya-the-private-sectors-contributions-to-family-planning-market-growth/"
"Bangladesh: the Private Sector&#8217;s Contributions to Family Planning Market Growth","https://marketbookshelf.com/publications/bangladesh-the-private-sectors-contributions-to-family-planning-market-growth/"
"Factors Influencing the Private Sector&#8217;s Contributions to Family Planning Market Growth: a Synthesis of Six Country Analyses","https://marketbookshelf.com/publications/factors-influencing-the-private-sectors-contributions-to-family-planning-market-growth-a-synthesis-of-six-country-analyses/"
"Sources for Family Planning in 36 Countries: Where Women Go and Why It Matters","https://marketbookshelf.com/publications/sources-for-family-planning-in-36-countries-where-women-go-and-why-it-matters/"
"Improving Access to Implants through the Private Sector","https://marketbookshelf.com/publications/improving-access-to-implants-through-the-private-sector/"
"Investing in Women’s Health through Agricultural Supply Chains: Lessons from a Multi-Stakeholder Partnership led by Twinings Tea and USAID","https://marketbookshelf.com/publications/investing-in-womens-health-through-agricultural-supply-chains-lessons-from-a-multi-stakeholder-partnership-led-by-twinings-tea-and-usaid/"
"Sustaining Health Outcomes through the Private Sector Plus Project: Final Report 2015-2022","https://marketbookshelf.com/publications/sustaining-health-outcomes-through-the-private-sector-plus-project-final-report-2015-2022/"
"Unlocking Finance for the Private Health Sector","https://marketbookshelf.com/publications/unlocking-finance-for-the-private-health-sector/"
"Amplify the Next Mile of Impact Investing for INGOs","https://marketbookshelf.com/publications/amplify-the-next-mile-of-impact-investing-for-ingos/"
"Avibela Harmonized Labeling Initiative","https://marketbookshelf.com/publications/avibela-harmonized-labeling-initiative/"
"Landscaping Supply Side Factors to Menstrual Health Access","https://marketbookshelf.com/publications/landscaping-supply-side-factors-to-menstrual-health-access/"
"Making Sustainable Markets Work for Low-Income People","https://marketbookshelf.com/publications/making-sustainable-markets-work-for-low-income-people/"
"Blended Finance for Health Supply Chains","https://marketbookshelf.com/publications/blended-finance-for-health-supply-chains/"
"Private Sector Engagement to Advance and Sustain Health Supply Chain Resiliency","https://marketbookshelf.com/publications/private-sector-engagement-to-advance-and-sustain-health-supply-chain-resiliency/"
"2021 Contraceptive Social Marketing Statistics","https://marketbookshelf.com/publications/2021-contraceptive-social-marketing-statistics/"
"Use of retail pharmacies as a source of essential medicines, including family planning products","https://marketbookshelf.com/publications/use-of-retail-pharmacies-as-a-source-of-essential-medicines-including-family-planning-products/"
"Innovations in health product distribution in sub-Saharan Africa 2021","https://marketbookshelf.com/publications/innovations-in-health-product-distribution-in-sub-saharan-africa-2021/"
"2021 Contraceptive Security Indicators Survey","https://marketbookshelf.com/publications/2021-contraceptive-security-indicators-survey/"
"Contraceptive Innovation Index","https://marketbookshelf.com/publications/contraceptive-innovation-index/"
"Family Planning Market Report &#8211; December 2022","https://marketbookshelf.com/publications/family-planning-market-report-december-2022/"
"Donor Government Funding for Family Planning in 2021","https://marketbookshelf.com/publications/donor-government-funding-for-family-planning-in-2021/"
"2022 FP2030 Measurement Report Brief","https://marketbookshelf.com/publications/2022-fp2030-measurement-report-brief/"
"Contraceptive Commodity Funding During the COVID-19 Pandemic","https://marketbookshelf.com/publications/contraceptive-commodity-funding-during-the-covid-19-pandemic/"
"Contraceptive Commodity Funding During the COVID-19 Pandemic: Summary Presentation","https://marketbookshelf.com/publications/contraceptive-commodity-funding-during-the-covid-19-pandemic-summary-presentation/"
"Leveraging chatbots to understand the effect of the COVID-19 pandemic on family planning demand","https://marketbookshelf.com/publications/leveraging-chatbots-to-understand-the-effect-of-the-covid-19-pandemic-on-family-planning-demand/"
"Implementing a total market approach for family planning products: lessons from Tanzania","https://marketbookshelf.com/publications/implementing-a-total-market-approach-for-family-planning-products-lessons-from-tanzania/"
"Unifying the voice of India&#8217;s private condom market players","https://marketbookshelf.com/publications/unifying-the-voice-of-indias-private-condom-market-players/"
"Generic medicine manufacturers research programme 2023: analytical framework","https://marketbookshelf.com/publications/generic-medicine-manufacturers-research-programme-2023-analytical-framework/"
